feature,delta_value,p_value,corrected_p_value
NFKBIB_7155,-15.0,0.003120300080984682,1.0
NPIPB5_128351,-14.990000000000009,0.03493717394820884,1.0
ANXA2_5505,-14.990000000000002,0.8370101637854798,1.0
CTNND1_112921,-14.985,0.09907586137894558,1.0
RALGAPA1_42566,-14.98,0.03412261579715583,1.0
BSG_31608,-14.960000000000008,0.14622448981607702,1.0
FNIP1_100595,-14.959999999999997,0.3773247535757783,1.0
MAN2A2_109728,-14.95000000000001,0.05913329427630485,1.0
ZNF177_47498,-14.949999999999989,0.005101652991083603,1.0
ZNF559_47499,-14.949999999999989,0.005101652991083603,1.0
TGIF1_54639,-14.949999999999989,0.0044830426950947305,1.0
GOLGA8A_90196,-14.935000000000002,0.08635592802753217,1.0
NAB2_17116,-14.93,0.021442623474467827,1.0
NSMCE4A_94657,-14.93,0.02128785371759809,1.0
BAG6_81921,-14.905000000000001,0.04807815337660046,1.0
PI4KB_100262,-14.899999999999999,0.006810516608777902,1.0
HSCB_42147,-14.89,0.21584162599823997,1.0
RP13-104F24.1_21794,-14.86999999999999,0.13884425047049567,1.0
HNRNPDL_8118,-14.860000000000014,0.04296813940120016,1.0
WDR4_21977,-14.859999999999992,0.09008259853289496,1.0
IP6K2_58494,-14.834999999999994,0.046408239301254345,1.0
UQCRB_82526,-14.810000000000002,0.040189113823618,1.0
CIRBP_76293,-14.754999999999999,0.0012993012069656912,1.0
AP1G2_16967,-14.754999999999995,0.12805872301787938,1.0
SIGIRR_81092,-14.740000000000002,0.3483240608977426,1.0
FAM185A_13532,-14.735,0.006165362651600706,1.0
SLC3A2_30209,-14.73,0.18654849314837696,1.0
SNHG1_23769,-14.719999999999999,0.005439960614701774,1.0
ECI1_61983,-14.715000000000003,0.512592377854372,1.0
HPS5_37978,-14.71,0.07345867449929007,1.0
ZNF195_78903,-14.709999999999994,0.2965670604960471,1.0
TRIM5_9290,-14.700000000000003,0.23372179015067085,1.0
RPL30_93785,-14.700000000000003,0.21542609063778395,1.0
ZNF561_10110,-14.699999999999989,0.036406295321427314,1.0
TRA2A_98536,-14.699999999999989,0.12960170220833575,1.0
NOD1_97795,-14.680000000000007,0.14763287199509956,1.0
ECHDC2_64142,-14.665,0.034112661159730155,1.0
C14orf2_122527,-14.665,0.12469454879415137,1.0
PGAP2_16766,-14.655000000000001,0.015564411386633812,1.0
SEPT7P2_99431,-14.64,0.10663705780256338,1.0
CTD-2314B22.3_61898,-14.635000000000005,0.038048171595401144,1.0
NFATC3_28164,-14.629999999999995,0.7058062181740943,1.0
ENOSF1_77369,-14.615,0.008256446636784459,1.0
LRRC23_27080,-14.605000000000004,0.1113445263511003,1.0
SGOL1_2815,-14.585,0.11365804973432447,1.0
PGAP2_66476,-14.574999999999996,0.05305280062274023,1.0
CDCA7_37089,-14.560000000000002,0.04703094594959452,1.0
C11orf48_7519,-14.550000000000011,0.03407327391749499,1.0
DMTF1_15211,-14.549999999999997,0.04317081451500414,1.0
ZNF195_93530,-14.549999999999997,0.04380877793114331,1.0
PSMC5_103186,-14.534999999999997,0.028757660865947623,1.0
TPM4_8782,-14.530000000000001,0.34600695344964394,1.0
KRIT1_69783,-14.52000000000001,0.14716602233762344,1.0
TMEM116_80070,-14.49499999999999,0.0544835013833557,1.0
C7orf55-LUC7L2_4212,-14.489999999999995,0.007019306995017345,1.0
ELF1_111333,-14.470000000000006,0.3065062431709432,1.0
AC084018.1_118648,-14.469999999999999,0.44392025392444046,1.0
TARBP2_57324,-14.465000000000003,0.05856827105335247,1.0
RPL32P3_61417,-14.445,0.16139442154804728,1.0
PSIP1_98562,-14.445,0.13007018523428468,1.0
ENTHD2_58636,-14.440000000000005,0.0038265803239738785,1.0
NSMCE4A_4798,-14.400000000000002,0.02383509556153295,1.0
FLNA_107713,-14.379999999999999,0.009621010613796232,1.0
NDUFB2_103248,-14.364999999999995,0.07487301103488132,1.0
ZSCAN25_64579,-14.35499999999999,0.023662103327594202,1.0
CIZ1_121004,-14.350000000000001,0.02204105602152695,1.0
FAM217B_59904,-14.315000000000012,0.006646800843688199,1.0
HMGA1_64712,-14.304999999999993,0.2060639057141349,1.0
HERC2P9_8561,-14.299999999999997,0.1093722373907298,1.0
AD000090.2_19,-14.290000000000006,0.1824994752763689,1.0
PEX5_46576,-14.290000000000006,0.3355677086700608,1.0
MSH5_49958,-14.290000000000006,0.6831320456536587,1.0
MSH5-SAPCD1_49959,-14.290000000000006,0.6831320456536587,1.0
SAPCD1_49960,-14.290000000000006,0.6831320456536587,1.0
RAD52_55991,-14.290000000000006,0.07990537149691046,1.0
RWDD2A_92210,-14.290000000000006,0.16287992910692484,1.0
TP53I13_103375,-14.290000000000006,0.6308959363048521,1.0
ZNF189_14373,-14.29,0.01230413211035069,1.0
STAT6_83812,-14.29,0.1846964389154664,1.0
