gene_name	HCC1395_BREAST	TOV112D_OVARY	HUCCT1_BILIARY_TRACT	RKN_SOFT_TISSUE	LMSU_STOMACH	SNU245_BILIARY_TRACT	TYKNU_OVARY
CCDC115	1.15	1.03	0.0	0.0	0.0	0.79	1.28
TSN	6.64	3.78	0.0	4.94	4.08	5.52	2.53
NABP1	14.52		6.25	8.26	19.57	23.81	10.89
CAST	98.55	98.28		97.17	100.0	98.96	95.56
PIK3C2A	100.0	100.0		100.0	100.0	100.0	100.0
PIR	0.0	0.0		0.0	0.0	0.0	0.0
LARS2	93.33	100.0		100.0	100.0	100.0	95.45
NBPF12	13.51	8.0		3.95	11.11	14.29	8.57
MTA1	2.8	5.64	0.0	1.49	3.07	2.55	2.25
TM7SF2	15.38	10.64				4.05	0.0
ATHL1	68.42	100.0		100.0	96.61	76.19	100.0
LRPAP1	0.0	0.37	0.0	0.33	0.0	0.85	0.23
AGL	0.0	0.0		0.0	0.0	0.0	0.0
MCRS1	100.0	88.89		100.0	100.0	100.0	100.0
SNHG11	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SH3BP2	0.0	6.25		6.15	4.0	4.76	
IL6ST	3.05	0.0		1.16	1.94	8.57	1.15
BMS1P2	3.45	0.0		0.0	4.55	0.0	0.0
RP11-144G6.12	3.45	0.0		0.0	4.55	0.0	0.0
POLR2I	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ADAM17	100.0	100.0		100.0	100.0	100.0	100.0
IDE	100.0	100.0		100.0	100.0	100.0	100.0
DST	0.0	0.0		0.0	0.0	0.0	0.0
ACVR2A		100.0		100.0		100.0	100.0
ARL15		100.0		91.18	100.0	100.0	100.0
MSANTD3	10.45	3.12		11.44	15.65	0.0	15.62
CDK7	100.0	100.0	100.0	89.67	100.0	96.88	90.0
TTLL12	100.0	100.0		100.0	100.0	97.59	100.0
DEPDC1	0.0	0.0	5.26	0.0	0.0	0.0	0.0
C5orf45	17.24	13.46	57.81	12.77	23.33	17.95	22.58
CCHCR1	16.07	40.82		9.43	0.0	0.0	0.0
CEP192	100.0	100.0		100.0	100.0	100.0	100.0
DDX12P	94.12	100.0		100.0	96.19	100.0	100.0
MRPL49	3.81	2.86		14.97	3.77	1.88	18.95
GMEB1	6.06	14.75		9.52	14.04	9.09	5.17
PLXNB2	94.36	100.0		100.0	98.46	100.0	100.0
POLR2D	84.17	86.51		79.5	84.64	81.95	78.75
UTP14A	98.02	98.3	99.1	100.0	100.0	96.82	100.0
HELZ2	2.22	0.0		0.0	0.0	0.0	0.0
BRPF1	100.0	100.0		100.0	98.41	100.0	100.0
DCAF11	95.92	100.0		96.85	95.87	98.28	91.67
CCDC59	85.94	83.73	71.62	92.91	93.57	67.12	95.95
POLR3E	68.0	72.41		75.0	63.64	48.15	81.82
PRPF40A	0.0	0.0		0.0	0.0	0.62	1.15
DYNC1LI2	30.23	29.43		12.24	21.16	28.57	23.2
MAP3K12	100.0	70.64		72.73	80.0		74.29
MTF1	0.0	0.0		0.0	0.0	0.0	6.52
DICER1	0.0	0.0		0.0	0.0	0.0	0.0
CDK9	2.27	3.0		1.54	2.42	2.92	2.72
RBM17	3.28	1.6		0.75	1.68	3.54	1.61
PLA2G15	2.7	0.0		0.0	0.0	0.0	0.0
AFF1	46.15	64.29		33.33	17.65	36.11	10.53
TASP1	100.0	100.0		93.94	100.0	88.64	100.0
TMEM39B	0.0	0.0		3.96	0.0	0.0	7.42
USP39	100.0	100.0	100.0	100.0	100.0	100.0	100.0
UCKL1	6.06	3.53		2.7	0.0	6.0	2.72
MXD3	80.28	81.18		81.28	78.75	76.84	79.1
EXOC7	11.11	8.33		1.92	1.67	7.27	3.33
RPS18	0.03	0.03	0.01	0.13	0.06	0.18	0.15
CDK4	100.0	100.0		100.0	100.0	100.0	100.0
GINS4	0.0	0.0		0.0	0.0	0.0	0.0
OFD1	0.0	2.44		0.0	0.0	3.23	0.0
CALM1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DCTN5	93.2	99.56	98.21	97.66	95.45	98.04	96.0
GIGYF2	1.49	6.15		6.12	10.2	0.0	6.33
SMDT1	87.5	85.82	89.25	84.26	82.67	91.54	92.24
MCPH1		0.0	0.0	0.0	0.0		6.45
NAA60	32.26	31.08	43.75		36.59	25.0	27.59
BTN3A3	85.11	100.0			100.0		100.0
PAM16		63.33		81.82	47.83	100.0	67.65
USP20	5.88	4.0		6.52	0.0	6.67	0.0
ASMTL-AS1	89.29	100.0			100.0	100.0	100.0
SLC25A6	24.24	18.75		38.89		27.59	12.5
ERAP1	3.7	0.0	12.5	1.5	0.0	3.9	3.19
MED15	77.27	93.22		84.71	69.51	59.49	93.65
SLC5A6	39.39	53.85		45.33	38.1	37.36	65.57
PCNT	100.0	100.0		100.0	100.0	100.0	100.0
CIT	100.0	100.0		98.95	100.0	100.0	100.0
ROCK1	100.0	100.0		100.0	100.0	100.0	100.0
TGFBI	0.0	0.0	0.0	0.0	0.03	0.0	0.0
MTMR9		93.44		96.43	95.65		91.67
HUS1	0.0	0.0		0.0	0.0	0.0	0.0
AD000671.6	10.59	4.92	0.0	4.59	9.88	10.67	11.36
U2AF1L4	10.59	4.92	0.0	4.59	9.88	10.67	11.36
EEF1D	100.0	97.92		95.0	100.0	93.1	100.0
CTD-2017C7.2	47.62	50.79		74.19	100.0	78.57	85.71
MLEC	71.43	58.33		78.95	68.97	47.97	75.0
GALE	84.13	87.23		92.0	85.86	92.31	76.25
TRIB1	5.62	25.0		0.0		28.16	10.19
CCDC90B	100.0	98.36	100.0	100.0	100.0	100.0	98.42
GPN3	6.93	2.56	0.0	7.77	2.97	7.48	5.86
LAMA5	3.23	5.45		1.92		6.67	3.09
RBM4B	5.0	2.2	21.21	8.33	3.85	3.7	5.45
TMEM184B	0.0	0.0	0.0	0.0	0.0	0.95	0.0
ABCC5	100.0	100.0		100.0	100.0	95.83	100.0
UBR1	100.0	100.0		100.0	100.0	100.0	100.0
LCOR		0.0		3.7	12.12	12.2	0.0
NSUN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKLE2	15.24	19.46	9.52	15.1	26.47	34.29	16.1
DNMT3B	25.0	10.29		20.0		20.0	21.43
ME2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SUPT6H	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARP6	1.69	2.5		2.17	2.86	1.64	2.94
NOL8	78.57	78.35		67.71	82.61	79.35	69.09
ZNF12	100.0	100.0		94.37	100.0	96.36	100.0
KIAA1671	1.27	0.0				1.59	0.0
CASP3	88.24	94.74		94.83	92.5	90.24	91.67
SLC2A1	100.0	100.0	25.0	100.0	100.0	100.0	98.77
NDUFAF2	13.9	5.82	6.86	16.46	11.31	10.99	13.31
CTC-281F24.1	100.0	100.0		100.0		100.0	100.0
SGSM2	0.0	2.19		0.0	0.0	5.26	0.0
FBXO21	65.38	67.01		68.03	68.42	66.34	68.29
RCL1	97.73	98.7	100.0	96.32	100.0	96.91	99.4
MSTO2P	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM203B	4.4	6.52		2.86	4.0	3.41	3.33
MTR	100.0	100.0		100.0	100.0	98.67	100.0
NPRL3	0.0	0.0		0.0	0.0	0.0	0.0
CABIN1	98.17	100.0		100.0	96.15	93.33	95.65
URB1	100.0	100.0		100.0	100.0	100.0	100.0
WASH7P	38.64	89.36		69.35	56.0	59.65	65.15
MKI67	42.31	65.0		68.89	55.74	62.5	61.54
PPIP5K1	95.45	100.0		97.73	100.0	95.24	100.0
SAFB2	6.52	4.45		1.08	2.84	5.65	4.2
PDLIM5	99.38	100.0	100.0	99.26	96.83	98.88	99.52
MEF2A	8.7			18.18	12.2		14.29
UNK	0.0	4.35		8.33	0.0	0.0	11.54
FBXO38	0.0	0.0	0.85	0.74	2.86	5.08	0.0
RP11-1407O15.2	100.0	100.0		100.0	100.0	100.0	100.0
TBC1D3	100.0	100.0		100.0	100.0	100.0	100.0
BCL10	6.96	10.87	5.56	5.88	7.27	10.2	5.49
C14orf80	38.1	37.29		58.33	64.29	36.11	47.37
CRIP1	38.1	37.29		58.33	64.29	36.11	47.37
FAM49B	79.17	70.27		73.91	88.57	83.75	84.38
RAD23A	96.88	97.41		90.0	94.19	97.06	96.67
GEMIN5	0.0	0.0		0.0	0.0	2.13	0.0
FBF1	6.82	8.33		0.0	0.0	0.0	0.0
IFT172	100.0	100.0		100.0	100.0	100.0	100.0
CSPP1	22.73	14.29		34.29	28.36	35.14	36.59
NDUFB3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PRPF4B	3.03	2.42	0.0	2.4	2.27	13.75	1.97
VPS33A	5.56	2.5		1.55	2.35	1.67	3.33
INTS1	2.48	0.72	0.0	2.69	3.17	4.89	2.06
MVK	3.9	4.24		2.63	3.57	6.02	2.38
SPATA13	17.86	6.67		6.67		6.29	9.62
SMG5	0.0	0.0		0.0	0.0	0.0	0.0
SYNGAP1	0.0	3.61		0.0		5.26	0.0
C10orf88	100.0	100.0		100.0	93.1	100.0	90.32
FAM133B	4.76	3.45		6.82	0.0	0.0	5.71
PAK1	0.0	0.0		0.0	0.0	0.0	0.0
MICAL2	0.0			0.56	0.44	0.0	0.0
CCND1	3.0	1.41	0.0	1.18	2.39	1.84	2.12
LEMD3	0.0	4.03		1.61	0.0	6.45	0.0
EIF1AX	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TATDN3	87.5	83.33	88.1	100.0	88.89	100.0	92.86
GABPB2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DNAJC25	2.74	1.56	0.0	0.52	1.56	1.56	1.03
MPDU1	97.01	100.0	100.0	95.18	97.16	98.61	93.39
RPL39L	96.72	94.6		95.81	97.42	96.8	94.89
BCL6	100.0	100.0		100.0	100.0	100.0	
TNRC6A	5.31	0.85		3.03	4.29	3.95	0.0
USP48	81.82	79.44		91.63	78.29	69.42	81.09
LRP6	90.7	89.09	91.89	80.0	100.0	92.31	100.0
XYLB	0.0	0.0			0.0	2.33	0.0
KIAA0355	0.0	0.0		0.0	0.0	0.0	0.0
PIH1D1	3.92	4.55	0.32	1.53	5.31	5.44	5.3
OSBPL8	0.0	0.0		0.0	0.0	0.0	0.0
PARP2	1.08	1.14	0.79	0.58	1.09	3.7	0.69
CC2D1B	9.09	17.11		6.75	13.43	0.0	10.76
CDC25B	7.13	2.24	0.0	2.64	3.2	5.49	2.2
ZNF266		53.85		57.14		35.29	87.5
CXorf40A	0.0	0.0	13.04	0.0	0.0	2.78	0.0
DIS3L	15.38	19.61	0.0	13.51	23.68	27.5	10.91
EXOG	0.0	0.0		0.0	0.0	3.85	0.0
WDR73	65.71	69.44		42.86	50.0	65.62	58.06
NUDT1	6.85	11.54	0.0	10.2	33.33	10.09	12.15
MSH5	82.72	83.56		80.43	80.0	85.16	78.57
MSH5-SAPCD1	82.72	83.56		80.43	80.0	85.16	78.57
BTRC	0.0	0.0		0.0	0.0	0.0	0.0
OAZ1	96.11	93.76	98.56	96.97	97.53	96.76	98.02
DOPEY2		0.0		0.0	0.0	0.0	0.0
EME1	0.0	0.78	1.34	0.88	0.99	4.92	0.68
IKBKG	86.58	96.93		97.59	95.08	82.38	97.69
EME1	4.6	3.49		2.73	2.86	3.03	3.12
C17orf85	8.79	1.92		5.04	3.74	26.19	0.77
TOPBP1	0.0	0.0		1.74	0.0	13.49	0.0
JMJD7	0.0	0.0		0.0	0.0	3.7	2.0
C5orf22	100.0	100.0		100.0	100.0	100.0	100.0
MED16	0.0	0.0		0.0	0.0	0.0	0.0
RIOK3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SIPA1	9.41	0.0	0.0	0.84	1.81	2.86	1.81
ITPR3	1.85	11.11		1.46	1.92	1.19	14.81
MFN2	100.0	100.0		100.0	100.0	100.0	100.0
MYO19	2.0	0.0	0.0	0.0	0.97	2.25	0.55
RP11-152F13.7	0.0	0.0		0.0	0.0	0.0	0.0
SMCR8	70.69	85.94		92.86	91.84	86.0	88.0
BUD13	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PM20D2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PQLC2	5.26	5.13		3.45	2.94	7.69	2.44
DSN1	10.56	8.49		8.49	10.61	4.4	6.96
VPS33A	0.0	0.0		0.0	0.0	0.0	0.0
PTPRF	10.04	0.0		0.0	5.93	3.58	9.49
ATRX	5.56	4.32		0.0	3.45	7.25	2.78
TOR2A	16.67	32.76	35.71	41.82	35.71	11.63	28.1
C3orf17	6.98	4.84		0.0	0.0	0.0	2.02
ZC3H7A	3.23	1.19		0.64	1.22	1.35	0.0
PSMC5	100.0	55.26		66.67	47.22	60.0	40.0
HSPB11	1.78	5.07	2.51	2.9	2.39	3.95	2.33
ARRDC2	0.0	2.7		0.0		0.0	0.0
CRTC2	18.03	22.76	20.59	12.8	27.16	6.76	17.5
U2AF1L4	100.0					100.0	
FBXW5	0.0	1.31	5.88	1.27	3.65	3.96	1.47
ARID1B	0.0	0.0		0.0	0.0	1.06	0.0
RIC8A	3.64	0.0	0.0	1.95	1.62	2.63	2.29
PABPC1	100.0	93.66	100.0	95.32	99.91	94.38	100.0
MYH10		0.48		0.0			
MTR	100.0	100.0		100.0	100.0	96.55	97.14
ALDH6A1	30.77	20.93	13.79	28.44	15.38	2.59	20.0
OPA1		0.0		0.0	0.0	0.0	0.0
NAT10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LMBRD2	0.0	0.0		0.0	0.0	2.83	0.0
CEP250	3.08	0.0		0.0	0.0	0.0	0.0
HMGCS1	1.33	0.0	0.0	1.08	2.17	2.71	0.92
SEC24A	2.38	0.0	0.0	0.0	0.0	2.08	2.04
VTI1B	0.0	0.28	0.47	0.0	0.0	0.53	1.32
SGCE	0.0	0.0	0.0	0.21	0.0		0.0
PPP1R37	8.82	1.39		1.06	1.85	2.52	1.43
FECH	94.1	97.81		93.1	94.85	93.33	93.79
MAN2B2	0.0	0.0		0.0	0.0	0.0	1.47
UBA6	0.0	0.0		0.0	0.0	0.0	0.0
AKT3	100.0	100.0	100.0	99.04	100.0		100.0
SLC25A42	0.0	0.0		0.0	0.0	0.0	0.0
ISG20L2	64.71	89.87		65.71	76.19	79.1	72.62
RPL9	1.68	2.97	0.0	2.86	11.11	2.67	3.45
ZSCAN32	100.0	100.0		100.0		100.0	100.0
USP33	100.0	100.0	100.0	100.0	100.0	100.0	100.0
FASTKD3	14.29	0.0	0.0	2.94	10.0	13.33	7.89
VMP1	100.0	99.62	94.44	100.0	100.0	100.0	98.73
NPRL2	93.02	90.32		74.29	100.0	100.0	100.0
C10orf137	0.0	0.0		0.0	3.7	0.0	0.0
DHX38	76.19	100.0		89.58	100.0	100.0	96.36
THOP1	93.81	97.73		98.44	96.96	97.28	96.13
FAM63B	0.0	0.0		0.0	0.0	0.0	0.0
RIN3	0.0	0.0		0.0	0.0	0.0	
EIF2AK4	1.35	0.0		0.0	0.0	1.56	1.42
WDFY1	8.53	5.29		2.0	2.12	4.2	3.3
TTC7A	0.0	0.0		0.0	0.0	1.14	0.0
FAM98C	0.0	0.0		11.11	0.0	3.39	0.0
ASNS	98.1	97.85	100.0	98.23	100.0	94.09	98.72
TOM1L2	89.19	91.8		89.55	100.0	100.0	94.74
CEP350	0.0	0.0		0.0	0.0	0.0	0.0
RANGRF	4.11	3.85	0.0	0.0	0.0	0.0	0.0
GALNT2	98.89	100.0		100.0	99.52	100.0	98.01
TPRKB	4.2	5.6	0.38	2.13	2.33	1.5	3.38
RNF135	0.0	5.66		11.11	8.7	17.19	0.0
STX16	36.03	37.82		47.55	11.3	9.6	44.11
C16orf13	3.03	3.64	1.37	1.52	0.0	0.0	3.85
YTHDC1	0.0	0.0	0.0	0.41	0.0	1.04	0.0
MUTYH	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AC004381.6	7.33	23.53	8.0	8.7	3.85	8.33	5.88
TMC6		5.26				13.64	
MYL6B	85.15	88.51		92.39	88.36	94.94	89.93
FAM168B	0.0	0.0		0.0	0.0	0.0	0.0
IKBKE	0.0	0.0		0.0	2.38	7.69	0.0
KIAA1109	0.0	0.0		0.0	0.0	0.0	0.0
LDLRAP1	4.0	0.0		1.96	0.0	0.0	3.33
PCGF1	0.0	6.38		3.45	6.67	20.69	13.33
ZFYVE19	100.0	96.97		98.88	93.55	100.0	100.0
NDUFB2	78.57	77.78		100.0		100.0	85.71
TLR9	0.0	0.0		0.38	0.0	0.0	0.66
TWF2	0.0	0.0		0.38	0.0	0.0	0.66
LAMA1	7.28	2.63		1.27	2.38	1.08	3.42
ZNF24	7.28	2.63		1.27	2.38	1.08	3.42
MAP3K7	4.55	0.49	0.0	1.32	1.14	2.52	2.08
CLDND1	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MIS18BP1	5.88	4.35	1.99	1.99	3.57	2.7	2.53
WDR62	100.0	100.0		100.0	100.0	100.0	100.0
NIT2	12.87	11.68	1.97	6.0	16.78	9.49	12.5
SYNRG	68.18	31.67		68.52	60.98	60.87	46.88
HSPBP1	93.88	92.06	80.56	89.94	89.88	82.74	90.26
PRDM4	100.0	100.0		100.0	100.0	100.0	100.0
MRPL47	98.56	99.05	100.0	97.4	97.19	96.5	95.95
HPS1	89.08	95.9	0.0	96.3	98.34	96.3	93.53
CSRNP2	2.86	1.38		1.25	1.54	0.0	1.22
IL18BP	0.0	0.0		8.7	0.0	0.0	0.0
CBWD7	0.0	0.0		0.0	0.0	0.0	0.0
KCTD13	17.24	13.16		17.07	19.05	13.56	7.46
LAMA5	100.0	100.0		98.89		100.0	100.0
SBNO1	93.75	97.09		100.0	100.0	96.3	91.18
TMEM38B	93.02	100.0	100.0	100.0	100.0	93.75	100.0
TET3	0.0	0.0		0.0	0.0	2.86	0.0
ARHGAP11A	0.74	2.14	0.0	1.16	0.99	1.36	2.35
SPAG1			100.0	100.0	100.0	100.0	100.0
ZNF416	100.0	100.0		100.0	100.0	100.0	100.0
RPL10	0.23	0.03	0.03	0.03	0.06	0.04	0.04
ARPC4-TTLL3	3.57	0.0		0.0	0.0	0.0	0.0
TTLL3	3.57	0.0		0.0	0.0	0.0	0.0
FAM73B	100.0	100.0		100.0	100.0	100.0	100.0
SZT2	4.26			0.0	0.0	5.0	0.0
MRPL43		27.27	92.24	70.0		58.33	100.0
TUBB	0.0	14.29		0.0	0.0		0.0
TAF15	100.0	100.0	100.0	100.0	100.0	99.43	100.0
TMCO4	8.33			2.78	7.41	7.89	13.64
TAB3	0.0	0.0		0.0	0.0	0.0	0.0
CLASP1	4.44	1.14		2.27	2.38	3.85	3.28
GRAMD3	0.0	0.0	70.93	0.0	3.64	7.5	5.56
GTF2H2B	100.0	76.0	97.37	96.05	96.81	100.0	92.56
MRPL9	0.66	0.0	0.0	1.13	0.27	0.23	0.43
TXLNA	0.96	0.52	0.0	0.98	0.91	2.22	1.23
MSH5	20.97	17.14		10.26	18.18	12.62	20.0
BNIP3	0.83	0.29		0.27	0.4	0.0	0.0
HERC1	0.0	0.0		0.0	0.0	0.0	0.0
NIF3L1	0.0	0.0	0.0	0.0	0.0	0.71	0.0
TUG1	73.33	56.91		42.57	46.3	71.72	40.62
NCAPH2	10.62	9.94	0.0	8.21	9.7	11.95	5.37
ATAT1	3.95	1.56		0.0	3.33	8.89	0.0
HMOX1	99.59	100.0		100.0	100.0	100.0	99.41
YTHDF1	0.98	1.22		0.54	1.09	1.02	0.43
SLC35D2	100.0	97.09	100.0	100.0	95.56	100.0	100.0
TOR1B	9.43	17.39		9.68	6.78	7.14	4.76
PIGQ	16.0	26.67		4.76	4.17	10.81	18.18
SNHG14		100.0		100.0			95.06
TMCO6	41.67	38.46		44.44	40.0	36.0	32.14
PARP4	100.0	100.0		100.0	100.0	100.0	100.0
WDR75	1.28	0.56		0.0	0.0	1.61	0.67
SLC35E2	82.35	62.5		57.14	69.57	80.0	76.67
SORD	100.0	97.85		100.0	100.0	100.0	100.0
PDLIM7	94.62	95.83	100.0	93.72	95.16	100.0	96.43
TARS2	100.0	100.0		100.0	100.0	100.0	100.0
NBN	87.69	100.0		94.06	96.15	91.36	89.02
TK1	0.86	2.16	8.7	0.34	1.05	2.15	0.75
ZNF518A	25.0			0.0		11.67	
AC003665.1	14.75	9.32		24.24	50.0	31.71	18.37
DCAKD	14.75	9.32		24.24	50.0	31.71	18.37
TSC22D4	0.56	0.0	0.0	0.62	1.23	0.0	0.93
RHBDF2	0.0	0.0		0.0	0.0	0.0	0.0
MTG2	0.81	2.17	0.0	0.39	1.96	0.0	1.06
CPEB4	100.0			100.0	100.0	100.0	100.0
CHD6	0.0	0.0		0.0	0.0	0.0	0.0
KDM1B	93.33	100.0		100.0	100.0	100.0	82.61
ZFAND5	75.0	74.07		58.62		83.87	69.23
RP11-705C15.2	100.0	48.48	100.0	73.75	88.0		75.0
R3HDM1	100.0	100.0		100.0	100.0	100.0	100.0
GEMIN2	2.08	0.0	1.57	1.64	1.35	2.17	0.0
CNNM4	0.0	0.0		0.0	0.0	1.36	0.0
ARHGAP11A	92.71	98.67		98.13	100.0	98.82	97.63
FAM207A	0.0	5.69	0.0	3.5	4.46	0.0	4.21
TOP1MT	1.94	0.48		1.33	0.0	1.45	0.6
EMC1	0.37	0.47		0.0	0.0	4.17	0.26
ARHGAP27		100.0				95.16	
NADSYN1				0.0	0.0	2.33	0.0
SURF6	100.0	100.0		100.0	100.0	99.25	100.0
SLC15A4	0.0	5.56		2.0	0.0	4.76	0.0
KIF20B	5.26	6.56		4.85	5.26	0.0	5.8
RP11-158I13.2	0.0	0.0		0.0	0.0		0.65
ZNF512	0.0	0.0		0.0	0.0		0.65
SLC35A3	89.29	81.82	100.0	89.74	89.83	97.17	85.71
TMX4	100.0	100.0		100.0	100.0	100.0	100.0
HECA	0.0	0.0		0.0	0.0	1.22	0.0
CEP57L1	0.0	0.0	0.0	0.0	0.0		0.0
MFF	98.88	99.31	100.0	98.9	100.0	99.4	99.13
SLC7A11	98.96	99.29		100.0	100.0	100.0	100.0
LRIG1	0.0	0.0		0.0	0.0	0.0	
GNAI2	7.26	4.9	3.9	3.07	7.37	10.81	5.63
FBXL15	100.0	100.0		100.0	100.0	100.0	100.0
PROSER1	1.69	1.02		0.0	1.82	3.87	0.99
HM13	100.0	100.0	100.0	100.0	100.0	100.0	100.0
WDR18	100.0	95.6	100.0	100.0	100.0	100.0	100.0
RGPD8	7.69	13.92		10.42	10.42	36.59	5.88
L3MBTL2	95.31	94.83		100.0	100.0	100.0	100.0
RAB2B	2.22	2.17		0.0	0.0	15.38	2.38
ABCA2	100.0	100.0		100.0		94.26	100.0
PITPNM2	0.0	3.45		2.22	0.0	0.0	0.0
RNF31	94.55	100.0	90.48	98.94	90.7	93.42	93.33
RP11-468E2.4	94.55	100.0	90.48	98.94	90.7	93.42	93.33
STAG1	100.0	100.0		100.0	100.0	100.0	100.0
MBD4	94.26	100.0		94.44	92.86	88.0	100.0
ITPRIP	0.0	0.0		0.0	0.0	0.0	0.0
PCYOX1L	0.0	1.39		4.17	9.09	7.14	3.57
ORC1	79.17	85.11		83.33	81.25	76.92	75.41
MAP2K7	11.48	0.0		2.53	0.0	3.51	2.24
COL18A1	0.0	0.0		0.48	0.0		
TAOK1	0.0	0.0		0.0	0.0	0.0	0.0
REV3L	5.0	0.0		0.0	0.0	0.0	
LMO7	0.0	3.81		0.0	1.69	0.74	6.67
INSIG1	2.66	3.16	2.22	1.3	2.29	6.06	1.38
ABR	3.82	0.0		0.0		0.0	0.0
RPL12	0.05	0.09	0.0	0.05	0.05	0.17	0.11
MUS81	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSC1	13.33	13.91		9.09	12.24	27.59	5.8
UBXN6	3.33	2.78	0.0	3.51	1.72	0.0	0.0
TAF1	37.21	31.13		29.76	21.57	21.48	26.76
FAM111B	78.83	91.38	100.0	93.33	76.92	68.89	89.66
OCEL1	20.63	9.84	32.47	15.38		16.36	16.0
HARS2	4.51	4.35		4.81	0.0	3.33	2.87
TP53I13		81.48				88.89	53.85
ZMYM4		0.0		0.0	0.0	0.0	0.0
C21orf58	2.5	2.5		0.0	0.0	0.0	0.0
MAN2B2	1.85	0.0		1.85	0.0	2.7	1.47
ERRFI1	4.44	3.23		1.65	0.0	0.0	2.68
CCNYL1	100.0	97.73	100.0	100.0	100.0	100.0	100.0
WDR90	100.0	100.0		100.0	100.0	100.0	100.0
SLC38A7	0.0	5.48		4.69	0.0	5.13	0.0
CCDC24	100.0	70.0		100.0	100.0	100.0	82.35
DHX16	100.0	95.34		97.42	98.66	93.97	100.0
LEPREL4	100.0	97.64		100.0	97.26	100.0	100.0
NOP14-AS1		5.56		16.42	2.78	22.58	17.95
GMPR2	2.08	1.26		1.33	1.05	1.06	1.21
CIDECP	63.93	51.72	87.5	75.61	66.67	57.14	65.52
NOMO2	100.0	100.0		100.0	100.0	100.0	100.0
INPP4A	3.23	2.78		2.74	3.03	2.9	1.3
GNPTAB	0.0	0.74		0.0	0.0	6.25	0.0
NR2C2	0.0	1.49		2.99	4.92	5.56	1.72
CELF1	31.5	22.07	10.0	38.71	32.49	48.09	73.15
ANKS1A	3.95	4.9		0.0	4.44	4.84	6.06
PLOD1	100.0	100.0		100.0	100.0	100.0	100.0
TBC1D13	7.41	0.0		7.55	0.0	8.51	7.14
ZCCHC8	85.71	95.24		95.24	92.86	90.0	85.71
NUBPL	0.0	2.33		3.6	0.0	1.02	0.0
ARIH2	0.4	1.52		1.19	1.69	0.9	1.09
ANKZF1	87.5	89.47		70.97	75.0	62.5	73.08
TRIO	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF852	33.33	10.42		18.18		9.8	20.0
YLPM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRYL	100.0	100.0		100.0	100.0	94.44	100.0
RPLP0	2.32	1.41	1.29	4.19	1.18	0.67	1.63
DUS2L	40.54	50.0		57.14	51.16	70.97	56.82
YLPM1	1.26	0.7	0.0	1.09	1.19	1.54	0.53
SETDB2		0.0		0.0	0.0	0.0	0.0
ARFIP2		1.82		0.93	2.3	3.51	1.67
ZBTB38			0.0	0.0	0.0	0.0	0.0
RPLP2	1.7	0.59	1.48	1.31	1.26	1.02	0.7
SLC25A25	0.0	1.06		0.0	0.0	3.31	0.0
FPGS	5.04	6.15	0.0	7.86	6.36	2.44	4.35
ANKS6	12.5	21.93		18.44	14.04	38.31	21.57
SPTBN2	16.67	0.0				0.0	0.0
ILK	5.06	3.45		7.07	7.76	3.85	7.26
MTERFD3	25.81	24.75		27.78	41.18	26.67	21.43
CASK	0.0	0.0		0.0	0.0	0.0	0.0
SLCO4A1	6.25	0.0		0.69		1.26	0.0
ZNF277	0.0	0.0		0.0		0.0	0.0
PLA2G6		1.92		0.0	0.0	2.78	0.0
ACADSB	3.45	1.49		0.0	2.78	1.19	0.0
NCBP1	100.0	100.0		100.0	100.0	100.0	100.0
LDB1	97.87	98.39	77.08	97.59	97.98	96.61	96.67
AKAP17A	9.15	10.29		11.11	12.5	34.92	13.64
ATG14	2.27	2.86		1.37	0.0	7.14	2.78
SLC7A6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLB1	98.84	100.0		99.12	100.0	100.0	100.0
HERC4	1.45	0.0		3.62	2.11	0.0	0.47
CCDC14	93.98	100.0	100.0	100.0	100.0	100.0	100.0
TMC6		0.0				0.0	
SREK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B3GALNT2	100.0	100.0		100.0	100.0	100.0	97.7
FBRS	2.38	4.35		0.0	5.26	0.0	3.03
INO80B	9.57	4.36		0.0	0.0	2.55	5.08
KIAA0895L	100.0	100.0		100.0		100.0	100.0
